,FID,geometry
814,814,"POLYGON ((106.8715462576737 47.96253837920344, 106.8760378340942 47.96253837920344, 106.8760378340942 47.95585264355937, 106.8715462576737 47.95585264355937, 106.8715462576737 47.96253837920344))"
815,815,"POLYGON ((106.8715462576737 47.95585264355937, 106.8760378340942 47.95585264355937, 106.8760378340942 47.94916690791531, 106.8715462576737 47.94916690791531, 106.8715462576737 47.95585264355937))"
816,816,"POLYGON ((106.8715462576737 47.94916690791531, 106.8760378340942 47.94916690791531, 106.8760378340942 47.94248117227124, 106.8715462576737 47.94248117227124, 106.8715462576737 47.94916690791531))"
817,817,"POLYGON ((106.8715462576737 47.94248117227124, 106.8760378340942 47.94248117227124, 106.8760378340942 47.93579543662717, 106.8715462576737 47.93579543662717, 106.8715462576737 47.94248117227124))"
818,818,"POLYGON ((106.8715462576737 47.93579543662717, 106.8760378340942 47.93579543662717, 106.8760378340942 47.9291097009831, 106.8715462576737 47.9291097009831, 106.8715462576737 47.93579543662717))"
819,819,"POLYGON ((106.8715462576737 47.9291097009831, 106.8760378340942 47.9291097009831, 106.8760378340942 47.92242396533903, 106.8715462576737 47.92242396533903, 106.8715462576737 47.9291097009831))"
820,820,"POLYGON ((106.8715462576737 47.92242396533903, 106.8760378340942 47.92242396533903, 106.8760378340942 47.91573822969496, 106.8715462576737 47.91573822969496, 106.8715462576737 47.92242396533903))"
821,821,"POLYGON ((106.8715462576737 47.91573822969496, 106.8760378340942 47.91573822969496, 106.8760378340942 47.90905249405089, 106.8715462576737 47.90905249405089, 106.8715462576737 47.91573822969496))"
822,822,"POLYGON ((106.8715462576737 47.90905249405089, 106.8760378340942 47.90905249405089, 106.8760378340942 47.90236675840682, 106.8715462576737 47.90236675840682, 106.8715462576737 47.90905249405089))"
823,823,"POLYGON ((106.8715462576737 47.90236675840682, 106.8760378340942 47.90236675840682, 106.8760378340942 47.89568102276275, 106.8715462576737 47.89568102276275, 106.8715462576737 47.90236675840682))"
824,824,"POLYGON ((106.8715462576737 47.89568102276275, 106.8760378340942 47.89568102276275, 106.8760378340942 47.88899528711868, 106.8715462576737 47.88899528711868, 106.8715462576737 47.89568102276275))"
825,825,"POLYGON ((106.8715462576737 47.88899528711868, 106.8760378340942 47.88899528711868, 106.8760378340942 47.88230955147461, 106.8715462576737 47.88230955147461, 106.8715462576737 47.88899528711868))"
826,826,"POLYGON ((106.8715462576737 47.88230955147461, 106.8760378340942 47.88230955147461, 106.8760378340942 47.87562381583054, 106.8715462576737 47.87562381583054, 106.8715462576737 47.88230955147461))"
827,827,"POLYGON ((106.8715462576737 47.87562381583054, 106.8760378340942 47.87562381583054, 106.8760378340942 47.86893808018647, 106.8715462576737 47.86893808018647, 106.8715462576737 47.87562381583054))"
828,828,"POLYGON ((106.8715462576737 47.86893808018647, 106.8760378340942 47.86893808018647, 106.8760378340942 47.86225234454241, 106.8715462576737 47.86225234454241, 106.8715462576737 47.86893808018647))"
829,829,"POLYGON ((106.8715462576737 47.86225234454241, 106.8760378340942 47.86225234454241, 106.8760378340942 47.85556660889834, 106.8715462576737 47.85556660889834, 106.8715462576737 47.86225234454241))"
830,830,"POLYGON ((106.8715462576737 47.85556660889834, 106.8760378340942 47.85556660889834, 106.8760378340942 47.84888087325427, 106.8715462576737 47.84888087325427, 106.8715462576737 47.85556660889834))"
831,831,"POLYGON ((106.8715462576737 47.84888087325427, 106.8760378340942 47.84888087325427, 106.8760378340942 47.8421951376102, 106.8715462576737 47.8421951376102, 106.8715462576737 47.84888087325427))"
832,832,"POLYGON ((106.8715462576737 47.8421951376102, 106.8760378340942 47.8421951376102, 106.8760378340942 47.83550940196613, 106.8715462576737 47.83550940196613, 106.8715462576737 47.8421951376102))"
833,833,"POLYGON ((106.8715462576737 47.83550940196613, 106.8760378340942 47.83550940196613, 106.8760378340942 47.82882366632206, 106.8715462576737 47.82882366632206, 106.8715462576737 47.83550940196613))"
834,834,"POLYGON ((106.8715462576737 47.82882366632206, 106.8760378340942 47.82882366632206, 106.8760378340942 47.82213793067799, 106.8715462576737 47.82213793067799, 106.8715462576737 47.82882366632206))"
835,835,"POLYGON ((106.8715462576737 47.82213793067799, 106.8760378340942 47.82213793067799, 106.8760378340942 47.81545219503392, 106.8715462576737 47.81545219503392, 106.8715462576737 47.82213793067799))"
836,836,"POLYGON ((106.8715462576737 47.81545219503392, 106.8760378340942 47.81545219503392, 106.8760378340942 47.80876645938985, 106.8715462576737 47.80876645938985, 106.8715462576737 47.81545219503392))"
837,837,"POLYGON ((106.8715462576737 47.80876645938985, 106.8760378340942 47.80876645938985, 106.8760378340942 47.80208072374578, 106.8715462576737 47.80208072374578, 106.8715462576737 47.80876645938985))"
838,838,"POLYGON ((106.8715462576737 47.80208072374578, 106.8760378340942 47.80208072374578, 106.8760378340942 47.79539498810171, 106.8715462576737 47.79539498810171, 106.8715462576737 47.80208072374578))"
839,839,"POLYGON ((106.8715462576737 47.79539498810171, 106.8760378340942 47.79539498810171, 106.8760378340942 47.78870925245764, 106.8715462576737 47.78870925245764, 106.8715462576737 47.79539498810171))"
840,840,"POLYGON ((106.8760378340942 48.02271000000007, 106.8805294105148 48.02271000000007, 106.8805294105148 48.016024264356, 106.8760378340942 48.016024264356, 106.8760378340942 48.02271000000007))"
841,841,"POLYGON ((106.8760378340942 48.016024264356, 106.8805294105148 48.016024264356, 106.8805294105148 48.00933852871193, 106.8760378340942 48.00933852871193, 106.8760378340942 48.016024264356))"
842,842,"POLYGON ((106.8760378340942 48.00933852871193, 106.8805294105148 48.00933852871193, 106.8805294105148 48.00265279306786, 106.8760378340942 48.00265279306786, 106.8760378340942 48.00933852871193))"
843,843,"POLYGON ((106.8760378340942 48.00265279306786, 106.8805294105148 48.00265279306786, 106.8805294105148 47.99596705742379, 106.8760378340942 47.99596705742379, 106.8760378340942 48.00265279306786))"
844,844,"POLYGON ((106.8760378340942 47.99596705742379, 106.8805294105148 47.99596705742379, 106.8805294105148 47.98928132177972, 106.8760378340942 47.98928132177972, 106.8760378340942 47.99596705742379))"
845,845,"POLYGON ((106.8760378340942 47.98928132177972, 106.8805294105148 47.98928132177972, 106.8805294105148 47.98259558613565, 106.8760378340942 47.98259558613565, 106.8760378340942 47.98928132177972))"
846,846,"POLYGON ((106.8760378340942 47.98259558613565, 106.8805294105148 47.98259558613565, 106.8805294105148 47.97590985049158, 106.8760378340942 47.97590985049158, 106.8760378340942 47.98259558613565))"
847,847,"POLYGON ((106.8760378340942 47.97590985049158, 106.8805294105148 47.97590985049158, 106.8805294105148 47.96922411484751, 106.8760378340942 47.96922411484751, 106.8760378340942 47.97590985049158))"
848,848,"POLYGON ((106.8760378340942 47.96922411484751, 106.8805294105148 47.96922411484751, 106.8805294105148 47.96253837920344, 106.8760378340942 47.96253837920344, 106.8760378340942 47.96922411484751))"
849,849,"POLYGON ((106.8760378340942 47.96253837920344, 106.8805294105148 47.96253837920344, 106.8805294105148 47.95585264355937, 106.8760378340942 47.95585264355937, 106.8760378340942 47.96253837920344))"
850,850,"POLYGON ((106.8760378340942 47.95585264355937, 106.8805294105148 47.95585264355937, 106.8805294105148 47.94916690791531, 106.8760378340942 47.94916690791531, 106.8760378340942 47.95585264355937))"
851,851,"POLYGON ((106.8760378340942 47.94916690791531, 106.8805294105148 47.94916690791531, 106.8805294105148 47.94248117227124, 106.8760378340942 47.94248117227124, 106.8760378340942 47.94916690791531))"
852,852,"POLYGON ((106.8760378340942 47.94248117227124, 106.8805294105148 47.94248117227124, 106.8805294105148 47.93579543662717, 106.8760378340942 47.93579543662717, 106.8760378340942 47.94248117227124))"
853,853,"POLYGON ((106.8760378340942 47.93579543662717, 106.8805294105148 47.93579543662717, 106.8805294105148 47.9291097009831, 106.8760378340942 47.9291097009831, 106.8760378340942 47.93579543662717))"
854,854,"POLYGON ((106.8760378340942 47.9291097009831, 106.8805294105148 47.9291097009831, 106.8805294105148 47.92242396533903, 106.8760378340942 47.92242396533903, 106.8760378340942 47.9291097009831))"
855,855,"POLYGON ((106.8760378340942 47.92242396533903, 106.8805294105148 47.92242396533903, 106.8805294105148 47.91573822969496, 106.8760378340942 47.91573822969496, 106.8760378340942 47.92242396533903))"
856,856,"POLYGON ((106.8760378340942 47.91573822969496, 106.8805294105148 47.91573822969496, 106.8805294105148 47.90905249405089, 106.8760378340942 47.90905249405089, 106.8760378340942 47.91573822969496))"
857,857,"POLYGON ((106.8760378340942 47.90905249405089, 106.8805294105148 47.90905249405089, 106.8805294105148 47.90236675840682, 106.8760378340942 47.90236675840682, 106.8760378340942 47.90905249405089))"
858,858,"POLYGON ((106.8760378340942 47.90236675840682, 106.8805294105148 47.90236675840682, 106.8805294105148 47.89568102276275, 106.8760378340942 47.89568102276275, 106.8760378340942 47.90236675840682))"
859,859,"POLYGON ((106.8760378340942 47.89568102276275, 106.8805294105148 47.89568102276275, 106.8805294105148 47.88899528711868, 106.8760378340942 47.88899528711868, 106.8760378340942 47.89568102276275))"
860,860,"POLYGON ((106.8760378340942 47.88899528711868, 106.8805294105148 47.88899528711868, 106.8805294105148 47.88230955147461, 106.8760378340942 47.88230955147461, 106.8760378340942 47.88899528711868))"
861,861,"POLYGON ((106.8760378340942 47.88230955147461, 106.8805294105148 47.88230955147461, 106.8805294105148 47.87562381583054, 106.8760378340942 47.87562381583054, 106.8760378340942 47.88230955147461))"
862,862,"POLYGON ((106.8760378340942 47.87562381583054, 106.8805294105148 47.87562381583054, 106.8805294105148 47.86893808018647, 106.8760378340942 47.86893808018647, 106.8760378340942 47.87562381583054))"
863,863,"POLYGON ((106.8760378340942 47.86893808018647, 106.8805294105148 47.86893808018647, 106.8805294105148 47.86225234454241, 106.8760378340942 47.86225234454241, 106.8760378340942 47.86893808018647))"
864,864,"POLYGON ((106.8760378340942 47.86225234454241, 106.8805294105148 47.86225234454241, 106.8805294105148 47.85556660889834, 106.8760378340942 47.85556660889834, 106.8760378340942 47.86225234454241))"
865,865,"POLYGON ((106.8760378340942 47.85556660889834, 106.8805294105148 47.85556660889834, 106.8805294105148 47.84888087325427, 106.8760378340942 47.84888087325427, 106.8760378340942 47.85556660889834))"
866,866,"POLYGON ((106.8760378340942 47.84888087325427, 106.8805294105148 47.84888087325427, 106.8805294105148 47.8421951376102, 106.8760378340942 47.8421951376102, 106.8760378340942 47.84888087325427))"
867,867,"POLYGON ((106.8760378340942 47.8421951376102, 106.8805294105148 47.8421951376102, 106.8805294105148 47.83550940196613, 106.8760378340942 47.83550940196613, 106.8760378340942 47.8421951376102))"
868,868,"POLYGON ((106.8760378340942 47.83550940196613, 106.8805294105148 47.83550940196613, 106.8805294105148 47.82882366632206, 106.8760378340942 47.82882366632206, 106.8760378340942 47.83550940196613))"
869,869,"POLYGON ((106.8760378340942 47.82882366632206, 106.8805294105148 47.82882366632206, 106.8805294105148 47.82213793067799, 106.8760378340942 47.82213793067799, 106.8760378340942 47.82882366632206))"
870,870,"POLYGON ((106.8760378340942 47.82213793067799, 106.8805294105148 47.82213793067799, 106.8805294105148 47.81545219503392, 106.8760378340942 47.81545219503392, 106.8760378340942 47.82213793067799))"
871,871,"POLYGON ((106.8760378340942 47.81545219503392, 106.8805294105148 47.81545219503392, 106.8805294105148 47.80876645938985, 106.8760378340942 47.80876645938985, 106.8760378340942 47.81545219503392))"
872,872,"POLYGON ((106.8760378340942 47.80876645938985, 106.8805294105148 47.80876645938985, 106.8805294105148 47.80208072374578, 106.8760378340942 47.80208072374578, 106.8760378340942 47.80876645938985))"
873,873,"POLYGON ((106.8760378340942 47.80208072374578, 106.8805294105148 47.80208072374578, 106.8805294105148 47.79539498810171, 106.8760378340942 47.79539498810171, 106.8760378340942 47.80208072374578))"
874,874,"POLYGON ((106.8760378340942 47.79539498810171, 106.8805294105148 47.79539498810171, 106.8805294105148 47.78870925245764, 106.8760378340942 47.78870925245764, 106.8760378340942 47.79539498810171))"
875,875,"POLYGON ((106.8805294105148 48.02271000000007, 106.8850209869354 48.02271000000007, 106.8850209869354 48.016024264356, 106.8805294105148 48.016024264356, 106.8805294105148 48.02271000000007))"
876,876,"POLYGON ((106.8805294105148 48.016024264356, 106.8850209869354 48.016024264356, 106.8850209869354 48.00933852871193, 106.8805294105148 48.00933852871193, 106.8805294105148 48.016024264356))"
877,877,"POLYGON ((106.8805294105148 48.00933852871193, 106.8850209869354 48.00933852871193, 106.8850209869354 48.00265279306786, 106.8805294105148 48.00265279306786, 106.8805294105148 48.00933852871193))"
878,878,"POLYGON ((106.8805294105148 48.00265279306786, 106.8850209869354 48.00265279306786, 106.8850209869354 47.99596705742379, 106.8805294105148 47.99596705742379, 106.8805294105148 48.00265279306786))"
879,879,"POLYGON ((106.8805294105148 47.99596705742379, 106.8850209869354 47.99596705742379, 106.8850209869354 47.98928132177972, 106.8805294105148 47.98928132177972, 106.8805294105148 47.99596705742379))"
880,880,"POLYGON ((106.8805294105148 47.98928132177972, 106.8850209869354 47.98928132177972, 106.8850209869354 47.98259558613565, 106.8805294105148 47.98259558613565, 106.8805294105148 47.98928132177972))"
881,881,"POLYGON ((106.8805294105148 47.98259558613565, 106.8850209869354 47.98259558613565, 106.8850209869354 47.97590985049158, 106.8805294105148 47.97590985049158, 106.8805294105148 47.98259558613565))"
882,882,"POLYGON ((106.8805294105148 47.97590985049158, 106.8850209869354 47.97590985049158, 106.8850209869354 47.96922411484751, 106.8805294105148 47.96922411484751, 106.8805294105148 47.97590985049158))"
883,883,"POLYGON ((106.8805294105148 47.96922411484751, 106.8850209869354 47.96922411484751, 106.8850209869354 47.96253837920344, 106.8805294105148 47.96253837920344, 106.8805294105148 47.96922411484751))"
884,884,"POLYGON ((106.8805294105148 47.96253837920344, 106.8850209869354 47.96253837920344, 106.8850209869354 47.95585264355937, 106.8805294105148 47.95585264355937, 106.8805294105148 47.96253837920344))"
885,885,"POLYGON ((106.8805294105148 47.95585264355937, 106.8850209869354 47.95585264355937, 106.8850209869354 47.94916690791531, 106.8805294105148 47.94916690791531, 106.8805294105148 47.95585264355937))"
886,886,"POLYGON ((106.8805294105148 47.94916690791531, 106.8850209869354 47.94916690791531, 106.8850209869354 47.94248117227124, 106.8805294105148 47.94248117227124, 106.8805294105148 47.94916690791531))"
887,887,"POLYGON ((106.8805294105148 47.94248117227124, 106.8850209869354 47.94248117227124, 106.8850209869354 47.93579543662717, 106.8805294105148 47.93579543662717, 106.8805294105148 47.94248117227124))"
888,888,"POLYGON ((106.8805294105148 47.93579543662717, 106.8850209869354 47.93579543662717, 106.8850209869354 47.9291097009831, 106.8805294105148 47.9291097009831, 106.8805294105148 47.93579543662717))"
889,889,"POLYGON ((106.8805294105148 47.9291097009831, 106.8850209869354 47.9291097009831, 106.8850209869354 47.92242396533903, 106.8805294105148 47.92242396533903, 106.8805294105148 47.9291097009831))"
890,890,"POLYGON ((106.8805294105148 47.92242396533903, 106.8850209869354 47.92242396533903, 106.8850209869354 47.91573822969496, 106.8805294105148 47.91573822969496, 106.8805294105148 47.92242396533903))"
891,891,"POLYGON ((106.8805294105148 47.91573822969496, 106.8850209869354 47.91573822969496, 106.8850209869354 47.90905249405089, 106.8805294105148 47.90905249405089, 106.8805294105148 47.91573822969496))"
892,892,"POLYGON ((106.8805294105148 47.90905249405089, 106.8850209869354 47.90905249405089, 106.8850209869354 47.90236675840682, 106.8805294105148 47.90236675840682, 106.8805294105148 47.90905249405089))"
893,893,"POLYGON ((106.8805294105148 47.90236675840682, 106.8850209869354 47.90236675840682, 106.8850209869354 47.89568102276275, 106.8805294105148 47.89568102276275, 106.8805294105148 47.90236675840682))"
894,894,"POLYGON ((106.8805294105148 47.89568102276275, 106.8850209869354 47.89568102276275, 106.8850209869354 47.88899528711868, 106.8805294105148 47.88899528711868, 106.8805294105148 47.89568102276275))"
895,895,"POLYGON ((106.8805294105148 47.88899528711868, 106.8850209869354 47.88899528711868, 106.8850209869354 47.88230955147461, 106.8805294105148 47.88230955147461, 106.8805294105148 47.88899528711868))"
896,896,"POLYGON ((106.8805294105148 47.88230955147461, 106.8850209869354 47.88230955147461, 106.8850209869354 47.87562381583054, 106.8805294105148 47.87562381583054, 106.8805294105148 47.88230955147461))"
897,897,"POLYGON ((106.8805294105148 47.87562381583054, 106.8850209869354 47.87562381583054, 106.8850209869354 47.86893808018647, 106.8805294105148 47.86893808018647, 106.8805294105148 47.87562381583054))"
898,898,"POLYGON ((106.8805294105148 47.86893808018647, 106.8850209869354 47.86893808018647, 106.8850209869354 47.86225234454241, 106.8805294105148 47.86225234454241, 106.8805294105148 47.86893808018647))"
899,899,"POLYGON ((106.8805294105148 47.86225234454241, 106.8850209869354 47.86225234454241, 106.8850209869354 47.85556660889834, 106.8805294105148 47.85556660889834, 106.8805294105148 47.86225234454241))"
900,900,"POLYGON ((106.8805294105148 47.85556660889834, 106.8850209869354 47.85556660889834, 106.8850209869354 47.84888087325427, 106.8805294105148 47.84888087325427, 106.8805294105148 47.85556660889834))"
901,901,"POLYGON ((106.8805294105148 47.84888087325427, 106.8850209869354 47.84888087325427, 106.8850209869354 47.8421951376102, 106.8805294105148 47.8421951376102, 106.8805294105148 47.84888087325427))"
902,902,"POLYGON ((106.8805294105148 47.8421951376102, 106.8850209869354 47.8421951376102, 106.8850209869354 47.83550940196613, 106.8805294105148 47.83550940196613, 106.8805294105148 47.8421951376102))"
903,903,"POLYGON ((106.8805294105148 47.83550940196613, 106.8850209869354 47.83550940196613, 106.8850209869354 47.82882366632206, 106.8805294105148 47.82882366632206, 106.8805294105148 47.83550940196613))"
904,904,"POLYGON ((106.8805294105148 47.82882366632206, 106.8850209869354 47.82882366632206, 106.8850209869354 47.82213793067799, 106.8805294105148 47.82213793067799, 106.8805294105148 47.82882366632206))"
905,905,"POLYGON ((106.8805294105148 47.82213793067799, 106.8850209869354 47.82213793067799, 106.8850209869354 47.81545219503392, 106.8805294105148 47.81545219503392, 106.8805294105148 47.82213793067799))"
906,906,"POLYGON ((106.8805294105148 47.81545219503392, 106.8850209869354 47.81545219503392, 106.8850209869354 47.80876645938985, 106.8805294105148 47.80876645938985, 106.8805294105148 47.81545219503392))"
907,907,"POLYGON ((106.8805294105148 47.80876645938985, 106.8850209869354 47.80876645938985, 106.8850209869354 47.80208072374578, 106.8805294105148 47.80208072374578, 106.8805294105148 47.80876645938985))"
908,908,"POLYGON ((106.8805294105148 47.80208072374578, 106.8850209869354 47.80208072374578, 106.8850209869354 47.79539498810171, 106.8805294105148 47.79539498810171, 106.8805294105148 47.80208072374578))"
909,909,"POLYGON ((106.8805294105148 47.79539498810171, 106.8850209869354 47.79539498810171, 106.8850209869354 47.78870925245764, 106.8805294105148 47.78870925245764, 106.8805294105148 47.79539498810171))"
910,910,"POLYGON ((106.8850209869354 48.02271000000007, 106.889512563356 48.02271000000007, 106.889512563356 48.016024264356, 106.8850209869354 48.016024264356, 106.8850209869354 48.02271000000007))"
911,911,"POLYGON ((106.8850209869354 48.016024264356, 106.889512563356 48.016024264356, 106.889512563356 48.00933852871193, 106.8850209869354 48.00933852871193, 106.8850209869354 48.016024264356))"
912,912,"POLYGON ((106.8850209869354 48.00933852871193, 106.889512563356 48.00933852871193, 106.889512563356 48.00265279306786, 106.8850209869354 48.00265279306786, 106.8850209869354 48.00933852871193))"
913,913,"POLYGON ((106.8850209869354 48.00265279306786, 106.889512563356 48.00265279306786, 106.889512563356 47.99596705742379, 106.8850209869354 47.99596705742379, 106.8850209869354 48.00265279306786))"
914,914,"POLYGON ((106.8850209869354 47.99596705742379, 106.889512563356 47.99596705742379, 106.889512563356 47.98928132177972, 106.8850209869354 47.98928132177972, 106.8850209869354 47.99596705742379))"
915,915,"POLYGON ((106.8850209869354 47.98928132177972, 106.889512563356 47.98928132177972, 106.889512563356 47.98259558613565, 106.8850209869354 47.98259558613565, 106.8850209869354 47.98928132177972))"
916,916,"POLYGON ((106.8850209869354 47.98259558613565, 106.889512563356 47.98259558613565, 106.889512563356 47.97590985049158, 106.8850209869354 47.97590985049158, 106.8850209869354 47.98259558613565))"
917,917,"POLYGON ((106.8850209869354 47.97590985049158, 106.889512563356 47.97590985049158, 106.889512563356 47.96922411484751, 106.8850209869354 47.96922411484751, 106.8850209869354 47.97590985049158))"
918,918,"POLYGON ((106.8850209869354 47.96922411484751, 106.889512563356 47.96922411484751, 106.889512563356 47.96253837920344, 106.8850209869354 47.96253837920344, 106.8850209869354 47.96922411484751))"
919,919,"POLYGON ((106.8850209869354 47.96253837920344, 106.889512563356 47.96253837920344, 106.889512563356 47.95585264355937, 106.8850209869354 47.95585264355937, 106.8850209869354 47.96253837920344))"
920,920,"POLYGON ((106.8850209869354 47.95585264355937, 106.889512563356 47.95585264355937, 106.889512563356 47.94916690791531, 106.8850209869354 47.94916690791531, 106.8850209869354 47.95585264355937))"
921,921,"POLYGON ((106.8850209869354 47.94916690791531, 106.889512563356 47.94916690791531, 106.889512563356 47.94248117227124, 106.8850209869354 47.94248117227124, 106.8850209869354 47.94916690791531))"
922,922,"POLYGON ((106.8850209869354 47.94248117227124, 106.889512563356 47.94248117227124, 106.889512563356 47.93579543662717, 106.8850209869354 47.93579543662717, 106.8850209869354 47.94248117227124))"
923,923,"POLYGON ((106.8850209869354 47.93579543662717, 106.889512563356 47.93579543662717, 106.889512563356 47.9291097009831, 106.8850209869354 47.9291097009831, 106.8850209869354 47.93579543662717))"
924,924,"POLYGON ((106.8850209869354 47.9291097009831, 106.889512563356 47.9291097009831, 106.889512563356 47.92242396533903, 106.8850209869354 47.92242396533903, 106.8850209869354 47.9291097009831))"
925,925,"POLYGON ((106.8850209869354 47.92242396533903, 106.889512563356 47.92242396533903, 106.889512563356 47.91573822969496, 106.8850209869354 47.91573822969496, 106.8850209869354 47.92242396533903))"
926,926,"POLYGON ((106.8850209869354 47.91573822969496, 106.889512563356 47.91573822969496, 106.889512563356 47.90905249405089, 106.8850209869354 47.90905249405089, 106.8850209869354 47.91573822969496))"
927,927,"POLYGON ((106.8850209869354 47.90905249405089, 106.889512563356 47.90905249405089, 106.889512563356 47.90236675840682, 106.8850209869354 47.90236675840682, 106.8850209869354 47.90905249405089))"
928,928,"POLYGON ((106.8850209869354 47.90236675840682, 106.889512563356 47.90236675840682, 106.889512563356 47.89568102276275, 106.8850209869354 47.89568102276275, 106.8850209869354 47.90236675840682))"
929,929,"POLYGON ((106.8850209869354 47.89568102276275, 106.889512563356 47.89568102276275, 106.889512563356 47.88899528711868, 106.8850209869354 47.88899528711868, 106.8850209869354 47.89568102276275))"
930,930,"POLYGON ((106.8850209869354 47.88899528711868, 106.889512563356 47.88899528711868, 106.889512563356 47.88230955147461, 106.8850209869354 47.88230955147461, 106.8850209869354 47.88899528711868))"
931,931,"POLYGON ((106.8850209869354 47.88230955147461, 106.889512563356 47.88230955147461, 106.889512563356 47.87562381583054, 106.8850209869354 47.87562381583054, 106.8850209869354 47.88230955147461))"
932,932,"POLYGON ((106.8850209869354 47.87562381583054, 106.889512563356 47.87562381583054, 106.889512563356 47.86893808018647, 106.8850209869354 47.86893808018647, 106.8850209869354 47.87562381583054))"
933,933,"POLYGON ((106.8850209869354 47.86893808018647, 106.889512563356 47.86893808018647, 106.889512563356 47.86225234454241, 106.8850209869354 47.86225234454241, 106.8850209869354 47.86893808018647))"
934,934,"POLYGON ((106.8850209869354 47.86225234454241, 106.889512563356 47.86225234454241, 106.889512563356 47.85556660889834, 106.8850209869354 47.85556660889834, 106.8850209869354 47.86225234454241))"
935,935,"POLYGON ((106.8850209869354 47.85556660889834, 106.889512563356 47.85556660889834, 106.889512563356 47.84888087325427, 106.8850209869354 47.84888087325427, 106.8850209869354 47.85556660889834))"
936,936,"POLYGON ((106.8850209869354 47.84888087325427, 106.889512563356 47.84888087325427, 106.889512563356 47.8421951376102, 106.8850209869354 47.8421951376102, 106.8850209869354 47.84888087325427))"
937,937,"POLYGON ((106.8850209869354 47.8421951376102, 106.889512563356 47.8421951376102, 106.889512563356 47.83550940196613, 106.8850209869354 47.83550940196613, 106.8850209869354 47.8421951376102))"
938,938,"POLYGON ((106.8850209869354 47.83550940196613, 106.889512563356 47.83550940196613, 106.889512563356 47.82882366632206, 106.8850209869354 47.82882366632206, 106.8850209869354 47.83550940196613))"
939,939,"POLYGON ((106.8850209869354 47.82882366632206, 106.889512563356 47.82882366632206, 106.889512563356 47.82213793067799, 106.8850209869354 47.82213793067799, 106.8850209869354 47.82882366632206))"
940,940,"POLYGON ((106.8850209869354 47.82213793067799, 106.889512563356 47.82213793067799, 106.889512563356 47.81545219503392, 106.8850209869354 47.81545219503392, 106.8850209869354 47.82213793067799))"
941,941,"POLYGON ((106.8850209869354 47.81545219503392, 106.889512563356 47.81545219503392, 106.889512563356 47.80876645938985, 106.8850209869354 47.80876645938985, 106.8850209869354 47.81545219503392))"
942,942,"POLYGON ((106.8850209869354 47.80876645938985, 106.889512563356 47.80876645938985, 106.889512563356 47.80208072374578, 106.8850209869354 47.80208072374578, 106.8850209869354 47.80876645938985))"
943,943,"POLYGON ((106.8850209869354 47.80208072374578, 106.889512563356 47.80208072374578, 106.889512563356 47.79539498810171, 106.8850209869354 47.79539498810171, 106.8850209869354 47.80208072374578))"
944,944,"POLYGON ((106.8850209869354 47.79539498810171, 106.889512563356 47.79539498810171, 106.889512563356 47.78870925245764, 106.8850209869354 47.78870925245764, 106.8850209869354 47.79539498810171))"
945,945,"POLYGON ((106.889512563356 48.02271000000007, 106.8940041397766 48.02271000000007, 106.8940041397766 48.016024264356, 106.889512563356 48.016024264356, 106.889512563356 48.02271000000007))"
946,946,"POLYGON ((106.889512563356 48.016024264356, 106.8940041397766 48.016024264356, 106.8940041397766 48.00933852871193, 106.889512563356 48.00933852871193, 106.889512563356 48.016024264356))"
947,947,"POLYGON ((106.889512563356 48.00933852871193, 106.8940041397766 48.00933852871193, 106.8940041397766 48.00265279306786, 106.889512563356 48.00265279306786, 106.889512563356 48.00933852871193))"
948,948,"POLYGON ((106.889512563356 48.00265279306786, 106.8940041397766 48.00265279306786, 106.8940041397766 47.99596705742379, 106.889512563356 47.99596705742379, 106.889512563356 48.00265279306786))"
949,949,"POLYGON ((106.889512563356 47.99596705742379, 106.8940041397766 47.99596705742379, 106.8940041397766 47.98928132177972, 106.889512563356 47.98928132177972, 106.889512563356 47.99596705742379))"
950,950,"POLYGON ((106.889512563356 47.98928132177972, 106.8940041397766 47.98928132177972, 106.8940041397766 47.98259558613565, 106.889512563356 47.98259558613565, 106.889512563356 47.98928132177972))"
951,951,"POLYGON ((106.889512563356 47.98259558613565, 106.8940041397766 47.98259558613565, 106.8940041397766 47.97590985049158, 106.889512563356 47.97590985049158, 106.889512563356 47.98259558613565))"
952,952,"POLYGON ((106.889512563356 47.97590985049158, 106.8940041397766 47.97590985049158, 106.8940041397766 47.96922411484751, 106.889512563356 47.96922411484751, 106.889512563356 47.97590985049158))"
953,953,"POLYGON ((106.889512563356 47.96922411484751, 106.8940041397766 47.96922411484751, 106.8940041397766 47.96253837920344, 106.889512563356 47.96253837920344, 106.889512563356 47.96922411484751))"
954,954,"POLYGON ((106.889512563356 47.96253837920344, 106.8940041397766 47.96253837920344, 106.8940041397766 47.95585264355937, 106.889512563356 47.95585264355937, 106.889512563356 47.96253837920344))"
955,955,"POLYGON ((106.889512563356 47.95585264355937, 106.8940041397766 47.95585264355937, 106.8940041397766 47.94916690791531, 106.889512563356 47.94916690791531, 106.889512563356 47.95585264355937))"
956,956,"POLYGON ((106.889512563356 47.94916690791531, 106.8940041397766 47.94916690791531, 106.8940041397766 47.94248117227124, 106.889512563356 47.94248117227124, 106.889512563356 47.94916690791531))"
957,957,"POLYGON ((106.889512563356 47.94248117227124, 106.8940041397766 47.94248117227124, 106.8940041397766 47.93579543662717, 106.889512563356 47.93579543662717, 106.889512563356 47.94248117227124))"
