,FID,geometry
514,514,"POLYGON ((106.8311220698883 47.86225234454241, 106.8356136463089 47.86225234454241, 106.8356136463089 47.85556660889834, 106.8311220698883 47.85556660889834, 106.8311220698883 47.86225234454241))"
515,515,"POLYGON ((106.8311220698883 47.85556660889834, 106.8356136463089 47.85556660889834, 106.8356136463089 47.84888087325427, 106.8311220698883 47.84888087325427, 106.8311220698883 47.85556660889834))"
516,516,"POLYGON ((106.8311220698883 47.84888087325427, 106.8356136463089 47.84888087325427, 106.8356136463089 47.8421951376102, 106.8311220698883 47.8421951376102, 106.8311220698883 47.84888087325427))"
517,517,"POLYGON ((106.8311220698883 47.8421951376102, 106.8356136463089 47.8421951376102, 106.8356136463089 47.83550940196613, 106.8311220698883 47.83550940196613, 106.8311220698883 47.8421951376102))"
518,518,"POLYGON ((106.8311220698883 47.83550940196613, 106.8356136463089 47.83550940196613, 106.8356136463089 47.82882366632206, 106.8311220698883 47.82882366632206, 106.8311220698883 47.83550940196613))"
519,519,"POLYGON ((106.8311220698883 47.82882366632206, 106.8356136463089 47.82882366632206, 106.8356136463089 47.82213793067799, 106.8311220698883 47.82213793067799, 106.8311220698883 47.82882366632206))"
520,520,"POLYGON ((106.8311220698883 47.82213793067799, 106.8356136463089 47.82213793067799, 106.8356136463089 47.81545219503392, 106.8311220698883 47.81545219503392, 106.8311220698883 47.82213793067799))"
521,521,"POLYGON ((106.8311220698883 47.81545219503392, 106.8356136463089 47.81545219503392, 106.8356136463089 47.80876645938985, 106.8311220698883 47.80876645938985, 106.8311220698883 47.81545219503392))"
522,522,"POLYGON ((106.8311220698883 47.80876645938985, 106.8356136463089 47.80876645938985, 106.8356136463089 47.80208072374578, 106.8311220698883 47.80208072374578, 106.8311220698883 47.80876645938985))"
523,523,"POLYGON ((106.8311220698883 47.80208072374578, 106.8356136463089 47.80208072374578, 106.8356136463089 47.79539498810171, 106.8311220698883 47.79539498810171, 106.8311220698883 47.80208072374578))"
524,524,"POLYGON ((106.8311220698883 47.79539498810171, 106.8356136463089 47.79539498810171, 106.8356136463089 47.78870925245764, 106.8311220698883 47.78870925245764, 106.8311220698883 47.79539498810171))"
525,525,"POLYGON ((106.8356136463089 48.02271000000007, 106.8401052227295 48.02271000000007, 106.8401052227295 48.016024264356, 106.8356136463089 48.016024264356, 106.8356136463089 48.02271000000007))"
526,526,"POLYGON ((106.8356136463089 48.016024264356, 106.8401052227295 48.016024264356, 106.8401052227295 48.00933852871193, 106.8356136463089 48.00933852871193, 106.8356136463089 48.016024264356))"
527,527,"POLYGON ((106.8356136463089 48.00933852871193, 106.8401052227295 48.00933852871193, 106.8401052227295 48.00265279306786, 106.8356136463089 48.00265279306786, 106.8356136463089 48.00933852871193))"
528,528,"POLYGON ((106.8356136463089 48.00265279306786, 106.8401052227295 48.00265279306786, 106.8401052227295 47.99596705742379, 106.8356136463089 47.99596705742379, 106.8356136463089 48.00265279306786))"
529,529,"POLYGON ((106.8356136463089 47.99596705742379, 106.8401052227295 47.99596705742379, 106.8401052227295 47.98928132177972, 106.8356136463089 47.98928132177972, 106.8356136463089 47.99596705742379))"
530,530,"POLYGON ((106.8356136463089 47.98928132177972, 106.8401052227295 47.98928132177972, 106.8401052227295 47.98259558613565, 106.8356136463089 47.98259558613565, 106.8356136463089 47.98928132177972))"
531,531,"POLYGON ((106.8356136463089 47.98259558613565, 106.8401052227295 47.98259558613565, 106.8401052227295 47.97590985049158, 106.8356136463089 47.97590985049158, 106.8356136463089 47.98259558613565))"
532,532,"POLYGON ((106.8356136463089 47.97590985049158, 106.8401052227295 47.97590985049158, 106.8401052227295 47.96922411484751, 106.8356136463089 47.96922411484751, 106.8356136463089 47.97590985049158))"
533,533,"POLYGON ((106.8356136463089 47.96922411484751, 106.8401052227295 47.96922411484751, 106.8401052227295 47.96253837920344, 106.8356136463089 47.96253837920344, 106.8356136463089 47.96922411484751))"
534,534,"POLYGON ((106.8356136463089 47.96253837920344, 106.8401052227295 47.96253837920344, 106.8401052227295 47.95585264355937, 106.8356136463089 47.95585264355937, 106.8356136463089 47.96253837920344))"
535,535,"POLYGON ((106.8356136463089 47.95585264355937, 106.8401052227295 47.95585264355937, 106.8401052227295 47.94916690791531, 106.8356136463089 47.94916690791531, 106.8356136463089 47.95585264355937))"
536,536,"POLYGON ((106.8356136463089 47.94916690791531, 106.8401052227295 47.94916690791531, 106.8401052227295 47.94248117227124, 106.8356136463089 47.94248117227124, 106.8356136463089 47.94916690791531))"
537,537,"POLYGON ((106.8356136463089 47.94248117227124, 106.8401052227295 47.94248117227124, 106.8401052227295 47.93579543662717, 106.8356136463089 47.93579543662717, 106.8356136463089 47.94248117227124))"
538,538,"POLYGON ((106.8356136463089 47.93579543662717, 106.8401052227295 47.93579543662717, 106.8401052227295 47.9291097009831, 106.8356136463089 47.9291097009831, 106.8356136463089 47.93579543662717))"
539,539,"POLYGON ((106.8356136463089 47.9291097009831, 106.8401052227295 47.9291097009831, 106.8401052227295 47.92242396533903, 106.8356136463089 47.92242396533903, 106.8356136463089 47.9291097009831))"
540,540,"POLYGON ((106.8356136463089 47.92242396533903, 106.8401052227295 47.92242396533903, 106.8401052227295 47.91573822969496, 106.8356136463089 47.91573822969496, 106.8356136463089 47.92242396533903))"
541,541,"POLYGON ((106.8356136463089 47.91573822969496, 106.8401052227295 47.91573822969496, 106.8401052227295 47.90905249405089, 106.8356136463089 47.90905249405089, 106.8356136463089 47.91573822969496))"
542,542,"POLYGON ((106.8356136463089 47.90905249405089, 106.8401052227295 47.90905249405089, 106.8401052227295 47.90236675840682, 106.8356136463089 47.90236675840682, 106.8356136463089 47.90905249405089))"
543,543,"POLYGON ((106.8356136463089 47.90236675840682, 106.8401052227295 47.90236675840682, 106.8401052227295 47.89568102276275, 106.8356136463089 47.89568102276275, 106.8356136463089 47.90236675840682))"
544,544,"POLYGON ((106.8356136463089 47.89568102276275, 106.8401052227295 47.89568102276275, 106.8401052227295 47.88899528711868, 106.8356136463089 47.88899528711868, 106.8356136463089 47.89568102276275))"
545,545,"POLYGON ((106.8356136463089 47.88899528711868, 106.8401052227295 47.88899528711868, 106.8401052227295 47.88230955147461, 106.8356136463089 47.88230955147461, 106.8356136463089 47.88899528711868))"
546,546,"POLYGON ((106.8356136463089 47.88230955147461, 106.8401052227295 47.88230955147461, 106.8401052227295 47.87562381583054, 106.8356136463089 47.87562381583054, 106.8356136463089 47.88230955147461))"
547,547,"POLYGON ((106.8356136463089 47.87562381583054, 106.8401052227295 47.87562381583054, 106.8401052227295 47.86893808018647, 106.8356136463089 47.86893808018647, 106.8356136463089 47.87562381583054))"
548,548,"POLYGON ((106.8356136463089 47.86893808018647, 106.8401052227295 47.86893808018647, 106.8401052227295 47.86225234454241, 106.8356136463089 47.86225234454241, 106.8356136463089 47.86893808018647))"
549,549,"POLYGON ((106.8356136463089 47.86225234454241, 106.8401052227295 47.86225234454241, 106.8401052227295 47.85556660889834, 106.8356136463089 47.85556660889834, 106.8356136463089 47.86225234454241))"
550,550,"POLYGON ((106.8356136463089 47.85556660889834, 106.8401052227295 47.85556660889834, 106.8401052227295 47.84888087325427, 106.8356136463089 47.84888087325427, 106.8356136463089 47.85556660889834))"
551,551,"POLYGON ((106.8356136463089 47.84888087325427, 106.8401052227295 47.84888087325427, 106.8401052227295 47.8421951376102, 106.8356136463089 47.8421951376102, 106.8356136463089 47.84888087325427))"
552,552,"POLYGON ((106.8356136463089 47.8421951376102, 106.8401052227295 47.8421951376102, 106.8401052227295 47.83550940196613, 106.8356136463089 47.83550940196613, 106.8356136463089 47.8421951376102))"
553,553,"POLYGON ((106.8356136463089 47.83550940196613, 106.8401052227295 47.83550940196613, 106.8401052227295 47.82882366632206, 106.8356136463089 47.82882366632206, 106.8356136463089 47.83550940196613))"
554,554,"POLYGON ((106.8356136463089 47.82882366632206, 106.8401052227295 47.82882366632206, 106.8401052227295 47.82213793067799, 106.8356136463089 47.82213793067799, 106.8356136463089 47.82882366632206))"
555,555,"POLYGON ((106.8356136463089 47.82213793067799, 106.8401052227295 47.82213793067799, 106.8401052227295 47.81545219503392, 106.8356136463089 47.81545219503392, 106.8356136463089 47.82213793067799))"
556,556,"POLYGON ((106.8356136463089 47.81545219503392, 106.8401052227295 47.81545219503392, 106.8401052227295 47.80876645938985, 106.8356136463089 47.80876645938985, 106.8356136463089 47.81545219503392))"
557,557,"POLYGON ((106.8356136463089 47.80876645938985, 106.8401052227295 47.80876645938985, 106.8401052227295 47.80208072374578, 106.8356136463089 47.80208072374578, 106.8356136463089 47.80876645938985))"
558,558,"POLYGON ((106.8356136463089 47.80208072374578, 106.8401052227295 47.80208072374578, 106.8401052227295 47.79539498810171, 106.8356136463089 47.79539498810171, 106.8356136463089 47.80208072374578))"
559,559,"POLYGON ((106.8356136463089 47.79539498810171, 106.8401052227295 47.79539498810171, 106.8401052227295 47.78870925245764, 106.8356136463089 47.78870925245764, 106.8356136463089 47.79539498810171))"
560,560,"POLYGON ((106.8401052227295 48.02271000000007, 106.8445967991501 48.02271000000007, 106.8445967991501 48.016024264356, 106.8401052227295 48.016024264356, 106.8401052227295 48.02271000000007))"
561,561,"POLYGON ((106.8401052227295 48.016024264356, 106.8445967991501 48.016024264356, 106.8445967991501 48.00933852871193, 106.8401052227295 48.00933852871193, 106.8401052227295 48.016024264356))"
562,562,"POLYGON ((106.8401052227295 48.00933852871193, 106.8445967991501 48.00933852871193, 106.8445967991501 48.00265279306786, 106.8401052227295 48.00265279306786, 106.8401052227295 48.00933852871193))"
563,563,"POLYGON ((106.8401052227295 48.00265279306786, 106.8445967991501 48.00265279306786, 106.8445967991501 47.99596705742379, 106.8401052227295 47.99596705742379, 106.8401052227295 48.00265279306786))"
564,564,"POLYGON ((106.8401052227295 47.99596705742379, 106.8445967991501 47.99596705742379, 106.8445967991501 47.98928132177972, 106.8401052227295 47.98928132177972, 106.8401052227295 47.99596705742379))"
565,565,"POLYGON ((106.8401052227295 47.98928132177972, 106.8445967991501 47.98928132177972, 106.8445967991501 47.98259558613565, 106.8401052227295 47.98259558613565, 106.8401052227295 47.98928132177972))"
566,566,"POLYGON ((106.8401052227295 47.98259558613565, 106.8445967991501 47.98259558613565, 106.8445967991501 47.97590985049158, 106.8401052227295 47.97590985049158, 106.8401052227295 47.98259558613565))"
567,567,"POLYGON ((106.8401052227295 47.97590985049158, 106.8445967991501 47.97590985049158, 106.8445967991501 47.96922411484751, 106.8401052227295 47.96922411484751, 106.8401052227295 47.97590985049158))"
568,568,"POLYGON ((106.8401052227295 47.96922411484751, 106.8445967991501 47.96922411484751, 106.8445967991501 47.96253837920344, 106.8401052227295 47.96253837920344, 106.8401052227295 47.96922411484751))"
569,569,"POLYGON ((106.8401052227295 47.96253837920344, 106.8445967991501 47.96253837920344, 106.8445967991501 47.95585264355937, 106.8401052227295 47.95585264355937, 106.8401052227295 47.96253837920344))"
570,570,"POLYGON ((106.8401052227295 47.95585264355937, 106.8445967991501 47.95585264355937, 106.8445967991501 47.94916690791531, 106.8401052227295 47.94916690791531, 106.8401052227295 47.95585264355937))"
571,571,"POLYGON ((106.8401052227295 47.94916690791531, 106.8445967991501 47.94916690791531, 106.8445967991501 47.94248117227124, 106.8401052227295 47.94248117227124, 106.8401052227295 47.94916690791531))"
572,572,"POLYGON ((106.8401052227295 47.94248117227124, 106.8445967991501 47.94248117227124, 106.8445967991501 47.93579543662717, 106.8401052227295 47.93579543662717, 106.8401052227295 47.94248117227124))"
573,573,"POLYGON ((106.8401052227295 47.93579543662717, 106.8445967991501 47.93579543662717, 106.8445967991501 47.9291097009831, 106.8401052227295 47.9291097009831, 106.8401052227295 47.93579543662717))"
574,574,"POLYGON ((106.8401052227295 47.9291097009831, 106.8445967991501 47.9291097009831, 106.8445967991501 47.92242396533903, 106.8401052227295 47.92242396533903, 106.8401052227295 47.9291097009831))"
575,575,"POLYGON ((106.8401052227295 47.92242396533903, 106.8445967991501 47.92242396533903, 106.8445967991501 47.91573822969496, 106.8401052227295 47.91573822969496, 106.8401052227295 47.92242396533903))"
576,576,"POLYGON ((106.8401052227295 47.91573822969496, 106.8445967991501 47.91573822969496, 106.8445967991501 47.90905249405089, 106.8401052227295 47.90905249405089, 106.8401052227295 47.91573822969496))"
577,577,"POLYGON ((106.8401052227295 47.90905249405089, 106.8445967991501 47.90905249405089, 106.8445967991501 47.90236675840682, 106.8401052227295 47.90236675840682, 106.8401052227295 47.90905249405089))"
578,578,"POLYGON ((106.8401052227295 47.90236675840682, 106.8445967991501 47.90236675840682, 106.8445967991501 47.89568102276275, 106.8401052227295 47.89568102276275, 106.8401052227295 47.90236675840682))"
579,579,"POLYGON ((106.8401052227295 47.89568102276275, 106.8445967991501 47.89568102276275, 106.8445967991501 47.88899528711868, 106.8401052227295 47.88899528711868, 106.8401052227295 47.89568102276275))"
580,580,"POLYGON ((106.8401052227295 47.88899528711868, 106.8445967991501 47.88899528711868, 106.8445967991501 47.88230955147461, 106.8401052227295 47.88230955147461, 106.8401052227295 47.88899528711868))"
581,581,"POLYGON ((106.8401052227295 47.88230955147461, 106.8445967991501 47.88230955147461, 106.8445967991501 47.87562381583054, 106.8401052227295 47.87562381583054, 106.8401052227295 47.88230955147461))"
582,582,"POLYGON ((106.8401052227295 47.87562381583054, 106.8445967991501 47.87562381583054, 106.8445967991501 47.86893808018647, 106.8401052227295 47.86893808018647, 106.8401052227295 47.87562381583054))"
583,583,"POLYGON ((106.8401052227295 47.86893808018647, 106.8445967991501 47.86893808018647, 106.8445967991501 47.86225234454241, 106.8401052227295 47.86225234454241, 106.8401052227295 47.86893808018647))"
584,584,"POLYGON ((106.8401052227295 47.86225234454241, 106.8445967991501 47.86225234454241, 106.8445967991501 47.85556660889834, 106.8401052227295 47.85556660889834, 106.8401052227295 47.86225234454241))"
585,585,"POLYGON ((106.8401052227295 47.85556660889834, 106.8445967991501 47.85556660889834, 106.8445967991501 47.84888087325427, 106.8401052227295 47.84888087325427, 106.8401052227295 47.85556660889834))"
586,586,"POLYGON ((106.8401052227295 47.84888087325427, 106.8445967991501 47.84888087325427, 106.8445967991501 47.8421951376102, 106.8401052227295 47.8421951376102, 106.8401052227295 47.84888087325427))"
587,587,"POLYGON ((106.8401052227295 47.8421951376102, 106.8445967991501 47.8421951376102, 106.8445967991501 47.83550940196613, 106.8401052227295 47.83550940196613, 106.8401052227295 47.8421951376102))"
588,588,"POLYGON ((106.8401052227295 47.83550940196613, 106.8445967991501 47.83550940196613, 106.8445967991501 47.82882366632206, 106.8401052227295 47.82882366632206, 106.8401052227295 47.83550940196613))"
589,589,"POLYGON ((106.8401052227295 47.82882366632206, 106.8445967991501 47.82882366632206, 106.8445967991501 47.82213793067799, 106.8401052227295 47.82213793067799, 106.8401052227295 47.82882366632206))"
590,590,"POLYGON ((106.8401052227295 47.82213793067799, 106.8445967991501 47.82213793067799, 106.8445967991501 47.81545219503392, 106.8401052227295 47.81545219503392, 106.8401052227295 47.82213793067799))"
